date,ticker,Open,High,Low,Close,Volume
2018-01-02 00:00:00-05:00,AAPL,39.85008389872191,40.3512542876815,39.63930910102925,40.34188461303711,102223600
2018-01-03 00:00:00-05:00,AAPL,40.40512766850166,40.878196300607264,40.271640145539465,40.334869384765625,118071600
2018-01-04 00:00:00-05:00,AAPL,40.407461500303675,40.625261785880404,40.299735247059225,40.522216796875,89738400
2018-01-05 00:00:00-05:00,AAPL,40.61823519787352,41.070223754905165,40.526900518948345,40.98357391357422,94640000
2018-01-08 00:00:00-05:00,AAPL,40.83135986328125,41.12644037566064,40.73299611900326,40.83135986328125,82271200
2018-01-09 00:00:00-05:00,AAPL,40.87818646172054,40.99762301388554,40.61120790656991,40.826663970947266,86336000
2018-01-10 00:00:00-05:00,AAPL,40.552660719700334,40.81963927994158,40.515189166880944,40.81729507446289,95839600
2018-01-11 00:00:00-05:00,AAPL,40.88755560589044,41.09833042205364,40.86413856419507,41.04914855957031,74670800
2018-01-12 00:00:00-05:00,AAPL,41.25991466856103,41.53626288466178,41.1357932852183,41.47303009033203,101672400
2018-01-16 00:00:00-05:00,AAPL,41.66273032986267,42.01167748658843,41.25055394405002,41.262264251708984,118263600
2018-01-17 00:00:00-05:00,AAPL,41.252898636063065,41.97889490055717,40.99997454785581,41.94376754760742,137547200
2018-01-18 00:00:00-05:00,AAPL,42.007000571162166,42.17796323356067,41.74470678285796,41.981239318847656,124773600
2018-01-19 00:00:00-05:00,AAPL,41.82900017607158,42.056166522261215,41.54797071306402,41.79387283325195,129700400
2018-01-22 00:00:00-05:00,AAPL,41.52221979392465,41.63463089237908,41.358286197536025,41.451961517333984,108434400
2018-01-23 00:00:00-05:00,AAPL,41.52220731072736,42.02337762529229,41.40979624606809,41.4613151550293,130756400
2018-01-24 00:00:00-05:00,AAPL,41.51051208336333,41.52222239244202,40.5620342237433,40.80091094970703,204420400
2018-01-25 00:00:00-05:00,AAPL,40.86882172505862,40.9718667190559,39.93673908810159,40.07257080078125,166116000
2018-01-26 00:00:00-05:00,AAPL,40.28101128114847,40.28101128114847,39.82667837284765,40.166255950927734,156572000
2018-01-29 00:00:00-05:00,AAPL,39.85007920746292,39.85007920746292,39.12642737292119,39.33485794067383,202561600
2018-01-30 00:00:00-05:00,AAPL,38.765786606632325,39.196698863731754,38.571406892362646,39.103023529052734,184192800
2018-01-31 00:00:00-05:00,AAPL,39.07958086767287,39.44726367455829,38.99293105329121,39.21072769165039,129915600
2018-02-01 00:00:00-05:00,AAPL,39.14984837452473,39.48942581837823,39.05382886516062,39.29270553588867,188923200
2018-02-02 00:00:00-05:00,AAPL,38.87584265593056,39.06319682921009,37.49411232827588,37.58778762817383,346375200
2018-02-05 00:00:00-05:00,AAPL,37.25991859617889,38.379355167982396,36.53392255197071,36.648677825927734,290954000
2018-02-06 00:00:00-05:00,AAPL,36.25992535441477,38.34189080334102,36.06554568586119,38.1802978515625,272975200
2018-02-07 00:00:00-05:00,AAPL,38.19435027749091,38.266949183640655,37.252901556247814,37.36296844482422,206434400
2018-02-08 00:00:00-05:00,AAPL,37.53860370274349,37.70488146039845,36.30675606695096,36.33485794067383,217562000
2018-02-09 00:00:00-05:00,AAPL,36.93449073015276,37.12730914186198,35.32843847604352,36.779293060302734,282690400
2018-02-12 00:00:00-05:00,AAPL,37.27074644509429,38.53818682737063,37.03794995477904,38.26071548461914,243278000
2018-02-13 00:00:00-05:00,AAPL,38.08200063663708,38.740411998223614,38.01145592145759,38.64400100708008,130196800
2018-02-14 00:00:00-05:00,AAPL,38.338305730378266,39.39646558618695,38.30068499575861,39.35649108886719,162579600
2018-02-15 00:00:00-05:00,AAPL,39.92555581137809,40.70154062338429,39.73979150085741,40.67802810668945,204588800
2018-02-16 00:00:00-05:00,AAPL,40.52989016661168,41.108352696021626,40.39115445827603,40.546348571777344,160704400
2018-02-20 00:00:00-05:00,AAPL,40.45699032267764,40.97666251869846,40.30884675397618,40.40996170043945,135722000
2018-02-21 00:00:00-05:00,AAPL,40.640407990824755,40.94374568045291,40.212439238762585,40.2265510559082,149886400
2018-02-22 00:00:00-05:00,AAPL,40.39820320572218,40.90376716834371,40.377040864154694,40.56280517578125,123967600
2018-02-23 00:00:00-05:00,AAPL,40.83792680705018,41.303516266669185,40.807356587986256,41.268245697021484,135249600
2018-02-26 00:00:00-05:00,AAPL,41.46812617400968,42.1829706355602,41.43520577620251,42.08420944213867,152648800
2018-02-27 00:00:00-05:00,AAPL,42.114766828451785,42.43926676848997,41.89372840137815,41.947811126708984,155712400
2018-02-28 00:00:00-05:00,AAPL,42.15238249838146,42.472182050329934,41.86785709284107,41.884315490722656,151128400
2018-03-01 00:00:00-05:00,AAPL,41.983078984611204,42.27466210614424,40.6004191991454,41.15066146850586,195208000
2018-03-02 00:00:00-05:00,AAPL,40.633337442555494,41.45635062853528,40.55103468873642,41.43518829345703,153816000
2018-03-05 00:00:00-05:00,AAPL,41.2000498848644,41.79497067660836,41.03779810746997,41.578636169433594,113605600
2018-03-06 00:00:00-05:00,AAPL,41.834933301239005,41.914882285700465,41.41637263193792,41.54335021972656,95154000
2018-03-07 00:00:00-05:00,AAPL,41.13656394614241,41.35054830257984,40.97901608895721,41.1577262878418,126814000
2018-03-08 00:00:00-05:00,AAPL,41.26353775891226,41.64917816458234,41.16713034853489,41.60685348510742,95096400
2018-03-09 00:00:00-05:00,AAPL,41.846711082439775,42.3264088034686,41.71267573229615,42.32170486450195,128740800
2018-03-12 00:00:00-04:00,AAPL,42.39459620832886,42.88840570474543,42.37578763015166,42.730857849121094,128828400
2018-03-13 00:00:00-04:00,AAPL,42.935438262301844,43.1494226362358,42.147698911966,42.31935501098633,126774000
2018-03-14 00:00:00-04:00,AAPL,42.401648720566676,42.448677336361385,41.81142828997484,41.959571838378906,117473600
2018-03-15 00:00:00-04:00,AAPL,41.973690150568764,42.38284674121502,41.87257878171579,42.00896072387695,90975200
2018-03-16 00:00:00-04:00,AAPL,42.008953109968175,42.119472337041785,41.766752315671596,41.86081314086914,157618800
2018-03-19 00:00:00-04:00,AAPL,41.696211599289306,41.731482166558,40.835573877396754,41.221214294433594,133787200
2018-03-20 00:00:00-04:00,AAPL,41.20710372924805,41.57393196024154,41.136559010660044,41.20710372924805,78597600
2018-03-21 00:00:00-04:00,AAPL,41.16007917069106,41.17183722398214,40.271224880308154,40.27357864379883,148219600
2018-03-22 00:00:00-04:00,AAPL,39.974938445224794,40.60512987021308,39.645734505015064,39.70452117919922,165963200
2018-03-23 00:00:00-04:00,AAPL,39.596350569202244,39.95612471407473,38.78509521484375,38.78509521484375,164115200
2018-03-26 00:00:00-04:00,AAPL,39.52110449652672,40.70389201786306,39.137814257363395,40.62629318237305,150164800
2018-03-27 00:00:00-04:00,AAPL,40.84026543979377,41.18593127686234,39.25067549464619,39.5845832824707,163690400
2018-03-28 00:00:00-04:00,AAPL,39.328288402944224,39.979645813435894,38.84388674020141,39.14722442626953,166674000
2018-03-29 00:00:00-04:00,AAPL,39.45996167523232,40.386440118710794,39.24597734680386,39.45290756225586,153594000
2018-04-02 00:00:00-04:00,AAPL,39.18484391069471,39.72568201023475,38.67457602874525,39.19424819946289,150347200
2018-04-03 00:00:00-04:00,AAPL,39.41999160319373,39.681004576821195,38.77098802003664,39.596351623535156,121112000
2018-04-04 00:00:00-04:00,AAPL,38.77098338437168,40.44757667074519,38.7451171076255,40.353519439697266,138422000
2018-04-05 00:00:00-04:00,AAPL,40.581621621244764,40.9696122764427,40.46404826051155,40.63335418701172,107732800
2018-04-06 00:00:00-04:00,AAPL,40.203034724122084,40.55810497713796,39.55167730962481,39.5940055847168,140021200
2018-04-09 00:00:00-04:00,AAPL,39.94671220845235,40.70153091084203,39.93965809632183,39.98668670654297,116070800
2018-04-10 00:00:00-04:00,AAPL,40.680371965680806,40.915518624441965,40.33470609025764,40.739158630371094,113634400
2018-04-11 00:00:00-04:00,AAPL,40.499308418346246,40.89670684951467,40.374680975063676,40.54869079589844,89726400
2018-04-12 00:00:00-04:00,AAPL,40.77678448906721,41.15066682941306,40.68977778218014,40.94844055175781,91557200
2018-04-13 00:00:00-04:00,AAPL,41.09893914369185,41.34819406678015,40.88025443918927,41.087181091308594,100497200
2018-04-16 00:00:00-04:00,AAPL,41.15773031098353,41.43050136861836,41.11070168436992,41.34349822998047,86313600
2018-04-17 00:00:00-04:00,AAPL,41.50103001861147,42.07713854447609,41.48221785764595,41.91253662109375,106421600
2018-04-18 00:00:00-04:00,AAPL,41.81143114656128,42.04893159283888,41.59274645355115,41.818485260009766,83018000
2018-04-19 00:00:00-04:00,AAPL,40.85909303030914,41.242383334476784,40.60043378952859,40.63335418701172,139235200
2018-04-20 00:00:00-04:00,AAPL,40.11602666710039,40.26181646642475,38.90031512480177,38.968509674072266,261964400
2018-04-23 00:00:00-04:00,AAPL,39.229518936557035,39.2506812754814,38.58521577645036,38.85563659667969,146062000
2018-04-24 00:00:00-04:00,AAPL,38.95674580970701,39.11194346276698,37.91034391508117,38.314796447753906,134768000
2018-04-25 00:00:00-04:00,AAPL,38.23954591845243,38.897957236152585,38.190167132755406,38.481746673583984,113528400
2018-04-26 00:00:00-04:00,AAPL,38.59227521560373,38.97086154573134,38.41591519078752,38.61579132080078,111852000
2018-04-27 00:00:00-04:00,AAPL,38.56405485568262,38.64165368931231,37.77161170591066,38.169010162353516,142623200
2018-04-30 00:00:00-04:00,AAPL,38.124337172004125,39.3306373522608,38.05614261691634,38.86034393310547,169709600
